date,CHSI2__0,NASI2__0,EADM7__0,SCLM7__0,CLKM7__0,VALI2__0,NAPM7__0,DLDI4__0
5136,252,3.32,240,132,90.7,13.5,70.8,35.6
5137,252,3.32,242,132,90.6,13.5,58.2,35.3
5138,252,3.29,240,131,90.6,13.5,58.2,35.3
5139,252,3.28,240,131,90.6,13.5,58.2,35.1
5140,252,3.27,240,131,90.6,13.6,58.2,35.1
5141,252,3.26,240,131,90.6,13.6,58.2,35.4
5142,252,3.25,241,130,90.6,13.6,58.2,35.4
5143,252,3.25,240,130,90.6,13.6,58.2,35.3
5144,252,3.25,240,129,90.6,13.6,58.2,35.3
5145,252,3.23,240,129,90.6,13.6,58.2,35.4
5146,252,3.23,239,129,90.7,13.5,58.2,35.4
5147,251,3.29,239,128,90.6,13.6,58.2,35
5148,251,3.26,240,128,90.6,13.5,58.2,35
5149,251,3.24,240,128,91.2,13.5,58.2,35.6
5150,251,3.24,239,127,90.5,13.5,58.2,35.6
5151,252,3.28,239,127,90.7,13.5,58.2,35.7
5152,252,3.31,239,126,90.9,13.5,58.2,35.7
5153,253,3.36,239,126,90.7,13.6,58.2,35.6
5154,254,3.36,239,126,90.5,13.6,58.2,35.6
5155,255,3.45,239,126,90.3,13.6,58.2,35.6
5156,256,3.42,239,125,90.5,13.5,58.2,35.6
5157,257,3.47,239,125,90.6,13.6,58.2,35.7
5158,257,3.48,239,125,90,13.6,58.2,35.7
5159,259,3.54,238,124,90.6,13.6,58.2,35.8
5160,259,3.62,238,124,90.9,13.5,58.2,35.8
5161,260,3.56,238,123,90.3,13.5,58.2,35.9
5162,260,3.59,237,122,90.6,13.6,58.2,35.9
5163,260,3.59,236,122,90.6,13.4,58.2,36
5164,260,3.58,236,122,90.3,13.8,58.2,36
5165,261,3.58,235,121,90.3,13.6,58.2,39.2
5166,261,3.58,235,120,90.3,13.4,58.2,39.2
5167,261,3.56,234,120,88.1,13.4,58.2,39.9
5168,261,3.54,233,119,86.2,13.5,58.2,39.9
5169,260,3.55,232,119,85.4,13.6,58.2,40.2
5170,260,3.54,232,118,84.9,13.5,58.2,40.2
5171,259,3.53,232,117,85.1,13.6,58.2,40.5
5172,257,3.51,231,117,80.9,13.5,58.2,40.5
5173,258,3.53,230,116,79.9,13.5,58.2,40.7
5174,258,3.59,230,116,76.6,13.6,58.2,40.7
5175,257,3.58,228,115,75.6,13.4,58.2,40.9
5176,256,3.59,228,115,74.6,13.4,58.2,40.9
5177,256,3.53,228,114,73.8,13.5,58.2,41.4
5178,255,3.51,227,114,73.4,13.5,58.2,41.4
5179,254,3.54,226,113,73.1,13.4,58.2,41.4
5180,253,3.53,225,113,72.9,13.5,58.2,41.4
5181,252,3.52,224,112,72.9,13.6,58.2,41.5
5182,251,3.55,224,112,72.9,13.4,58.2,41.5
5183,250,3.59,223,112,72.7,13.4,58.2,41.6
5184,250,3.59,222,111,72.7,13.5,58.2,41.6
5185,249,3.6,220,111,72.7,13.4,58.2,42.1
5186,249,3.53,218,110,72.6,13.3,58.2,42.1
5187,247,3.54,217,110,72.9,13.2,55.2,42.7
5188,247,3.54,215,110,73,13.1,55.2,42.7
5189,246,3.52,213,109,68.1,13,55.2,42.7
5190,245,3.53,211,109,66.9,12.9,55.2,42.7
5191,244,3.53,211,108,66.2,12.9,55.2,42.4
5192,243,3.58,209,108,65.7,12.8,55.2,42.4
5193,242,3.51,207,108,65.3,12.7,55.2,42.7
5194,240,3.52,206,108,66.6,12.7,55.2,42.7
5195,240,3.53,206,107,65.3,12.6,55.2,42.7
5196,236,3.59,205,107,65.1,12.4,55.2,42.7
5197,237,3.57,204,107,64.7,12.3,55.2,42.4
5198,236,3.6,203,106,64.8,12.1,55.2,42.4
5199,235,3.6,202,106,64.5,12,55.2,42.4
5200,233,3.6,201,106,64.4,11.8,55.2,42.4
5201,232,3.62,201,105,64.2,11.7,55.2,42.6
5202,231,3.62,201,105,64.2,11.6,55.2,42.6
5203,229,3.62,201,105,64.1,11.5,55.2,42.4
5204,228,3.62,200,105,64.2,11.4,55.2,42.4
5205,227,3.63,198,104,64.1,11.3,55.2,42.4
5206,225,3.63,197,104,64.1,11.2,55.2,42.4
5207,224,3.62,195,104,64.1,11.1,55.2,42.4
5208,223,3.63,194,103,64.2,11,55.2,42.4
5209,222,3.61,192,103,64,11,55.2,42.4
5210,221,3.61,191,103,64.1,10.8,55.2,42.4
5211,221,3.57,190,103,64.5,10.7,55.2,42.3
5212,220,3.56,190,102,64.1,10.5,55.2,42.3
5213,218,3.54,188,102,64.2,10.4,55.2,41.8
5214,217,3.53,187,102,64.2,10.4,55.2,41.8
5215,216,3.51,186,101,64.1,10.2,55.2,41.4
5216,215,3.52,185,101,64.1,10.1,55.2,41.4
5217,214,3.52,183,101,64,9.92,55.2,41.1
5218,212,3.5,184,100,63.9,9.81,55.2,41.1
5219,211,3.51,183,100,63.8,9.66,55.2,40.9
5220,210,3.5,182,99.7,63.7,9.45,55.2,40.9
5221,209,3.49,183,99,64.2,9.23,55.2,40.7
5222,208,3.48,182,98.5,63.8,9.09,55.2,40.7
5223,207,3.47,182,98.4,64,8.91,55.2,40.7
5224,206,3.47,182,98.1,63.3,8.55,55.2,40.7
5225,205,3.46,183,98.1,63.1,8.55,55.2,40.2
5226,204,3.44,181,96.7,62.7,8.48,55.2,40.2
5227,203,3.44,182,96.6,62.6,8.38,55.2,40.5
5228,201,3.43,182,96.2,62.4,8.27,55.2,40.5
5229,200,3.43,182,95.7,62.4,8.15,55.2,40.3
5230,199,3.43,182,95.4,62.1,8.11,55.2,40.3
5231,198,3.42,180,95.1,62.3,7.92,55.2,40.3
5232,197,3.41,180,94.8,62.1,7.83,55.2,40.3
5233,196,3.41,180,94.5,61.4,7.74,55.2,40.2
5234,196,3.35,179,94.2,60.4,7.69,55.2,40.2
5235,196,3.33,179,93.7,61,7.6,55.2,39.5
5236,194,3.33,177,93.9,60.9,7.51,55.2,39.5
5237,194,3.32,176,93.4,60.5,7.42,55.2,39.3
5238,193,3.35,176,93.2,60.5,7.33,55.2,39.3
5239,193,3.31,175,92.6,60.5,9.33,55.2,38.8
5240,192,3.34,174,92.9,59.3,9.24,55.2,38.8
5241,192,3.32,174,92.7,60.4,9.16,55.2,38.8
5242,191,3.32,173,92.6,60.3,9.12,55.2,38.8
5243,190,3.33,172,92.6,61.7,9.03,55.2,38.4
5244,189,3.33,172,92.7,61.7,9.07,55.2,38.4
5245,189,3.34,171,92.6,61.9,8.99,55.2,38.7
5246,188,3.35,170,92.6,62.7,8.91,55.2,38.7
5247,188,3.35,170,92.2,63.3,8.78,55.2,39
5248,187,3.34,169,92.3,63.9,8.86,55.2,39
5249,186,3.34,169,92.7,63.8,8.82,55.2,38.7
5250,186,3.34,168,92.7,63.8,8.91,55.2,38.7
5251,185,3.35,168,92.9,63.8,8.82,55.2,38.5
5252,185,3.35,168,93.3,64.1,8.86,55.2,38.5
5253,184,3.35,168,93.4,64.2,8.78,55.2,38.3
5254,183,3.35,168,93.7,64.2,8.86,55.2,38.3
5255,183,3.34,168,94.1,64.6,8.7,55.2,38.2
5256,182,3.33,167,94.2,64.2,8.65,55.2,38.2
5257,181,3.34,167,94.2,64.1,8.74,55.2,39.4
5258,181,3.34,167,94.9,64,8.57,55.2,39.4
5259,180,3.32,168,94.9,64,8.57,55.2,37.3
5260,180,3.27,167,95.3,64.1,8.49,55.2,37.3
5261,180,3.26,168,95.4,64.8,8.4,55.2,37.7
5262,179,3.27,168,96.1,63.9,8.4,55.2,37.7
5263,178,3.27,168,98.9,63.8,9.39,55.2,35.5
5264,177,3.28,168,99.1,64.2,9.27,55.2,35.5
5265,177,3.27,168,99.4,65.9,9.14,55.2,35.3
5266,177,3.27,168,99.1,66.8,9.14,55.2,35.3
5267,176,3.29,169,99.4,67.1,9.19,55.2,35
5268,176,3.29,169,99.5,67.6,9.02,55.2,35
5269,175,3.28,170,96.8,68.5,8.65,55.2,36
5270,175,3.29,170,96.6,67.7,8.37,55.2,36
5271,174,3.29,170,96.5,67.7,8.21,55.2,36
5272,174,3.3,171,96.2,67.7,8.12,55.2,36
5273,174,3.3,171,96.1,67.7,8.33,55.2,36
5274,174,3.31,170,96.1,67.6,8.37,55.2,36
5275,174,3.31,170,95.8,67.7,8.49,55.2,36.1
5276,173,3.29,170,95.4,67.4,8.37,55.2,36.1
5277,173,3.29,170,95.1,66.2,8.41,55.2,36.2
5278,173,3.27,170,95,65.9,8.45,55.2,36.2
5279,173,3.3,170,94.9,66,8.49,55.2,36.3
5280,173,3.31,169,94.7,65.4,8.53,55.2,36.3
5281,173,3.3,170,94.2,65.3,8.57,55.2,36.3
5282,173,3.28,169,94,65.3,8.9,55.2,36.3
5283,173,3.28,170,93.9,65.1,9.1,55.2,34.8
5284,173,3.31,171,93.7,65.2,9.23,55.2,34.8
5285,173,3.29,171,93.4,65.2,9.19,55.2,34.1
5286,173,3.27,172,92.9,65.2,9.31,55.2,34.1
5287,173,3.3,172,93.3,65.1,9.98,55.2,33.9
5288,173,3.25,173,93,65.1,9.98,55.2,33.9
5289,173,3.27,173,92.5,65.4,9.9,55.2,33.8
5290,173,3.26,173,92.8,64.6,9.94,55.2,33.8
5291,173,3.26,174,92.5,65,9.65,55.2,33.8
5292,173,3.26,173,92.5,65,9.69,55.2,33.8
5293,174,3.26,173,92.5,65.4,9.49,55.2,34.1
5294,173,3.26,173,92.4,63.3,9.49,55.2,34.1
5295,173,3.26,173,92.5,62.1,9.49,55.2,34.2
5296,174,3.27,172,92.5,61.7,9.45,55.2,34.2
5297,174,3.29,171,92.6,61.2,9.37,55.2,34.1
5298,173,3.3,170,92.4,60.9,9.37,55.2,34.1
5299,174,3.32,170,92.5,60.8,9.33,55.2,34.1
5300,174,3.32,169,92.5,60.8,9.41,55.2,34.1
5301,174,3.33,169,92.5,60.6,9.53,55.2,34.1
5302,174,3.32,168,92.5,60.5,9.45,55.2,34.1
5303,174,3.34,168,92.6,61.4,9.45,55.2,34
5304,174,3.35,168,92.3,63.1,9.45,55.2,34
5305,174,3.31,167,92.3,64,9.57,55.6,33.9
5306,172,3.29,168,91.9,64.6,9.57,55.6,33.9
5307,174,3.28,168,92.2,64.8,9.57,55.6,33.3
5308,174,3.26,168,92.4,65.1,9.57,55.6,33.3
5309,174,3.25,168,92,65.2,9.45,55.6,32.9
5310,174,3.26,166,91.6,65.4,9.45,55.6,32.9
5311,174,3.24,166,91.6,65.4,9.37,55.6,32.9
5312,174,3.24,167,91.6,65.4,9.33,55.6,32.9
5313,174,3.27,165,91.3,65.6,9.28,55.6,32.7
5314,173,3.23,165,91,64,9.33,55.6,32.7
5315,173,3.23,165,90.9,62.6,9.33,55.6,32.9
5316,173,3.24,165,90.2,62,9.33,55.6,32.9
5317,173,3.25,164,90.1,61.6,9.45,55.6,32.9
5318,172,3.27,165,89.9,61.2,9.61,55.6,32.9
5319,172,3.28,164,89.7,61.4,9.2,55.6,33
5320,170,3.29,164,89.3,61.1,9.45,55.6,33
5321,171,3.3,164,88.8,61.2,9.53,55.6,33.1
5322,171,3.32,164,88.3,61.1,9.53,55.6,33.1
5323,170,3.33,164,87.7,61.4,9.61,55.6,33.1
5324,170,3.34,163,87.7,61,9.78,55.6,33.1
5325,170,3.35,164,87.2,60.8,9.9,55.6,33
5326,169,3.36,163,87,60.9,9.86,55.6,33
5327,169,3.35,163,86.6,60.8,9.74,55.6,33
5328,169,3.34,162,86.3,60.8,9.86,55.6,33
5329,168,3.34,163,85.9,60.8,9.86,55.6,33
5330,169,3.35,162,85.4,60.9,9.9,55.6,33
5331,169,3.3,162,85.3,61,9.9,55.6,33.1
5332,169,3.28,161,85.2,61.2,9.98,55.6,33.1
5333,168,3.26,161,84.8,61.4,9.98,55.6,33.1
5334,168,3.26,161,84.7,61.3,10.3,55.6,33.1
5335,168,3.26,163,84.3,61.4,10.5,55.6,33.4
5336,167,3.27,161,88,61.2,10.4,55.6,33.4
5337,167,3.27,161,87.6,59.9,10.4,55.6,33.5
5338,166,3.27,161,87.3,59.2,10.4,55.6,33.5
5339,166,3.31,161,87.2,58.7,10.3,55.6,33.5
5340,166,3.34,161,87.2,58.1,10.2,55.6,33.5
5341,166,3.33,160,87,58,10.2,55.6,33.8
5342,166,3.32,160,86.7,57.8,10.1,55.6,33.8
5343,165,3.32,159,86.7,57.8,9.94,55.6,33.5
5344,165,3.32,159,86.6,57.7,9.86,55.6,33.5
5345,165,3.32,158,86.4,57.7,9.78,55.6,33.5
5346,165,3.32,158,86.3,58.2,9.78,55.6,33.5
5347,164,3.31,157,86.2,57.8,9.9,55.6,33.6
5348,164,3.3,157,86.2,57.6,9.86,55.6,33.6
5349,164,3.29,156,86.2,57.4,9.86,55.6,33.8
5350,164,3.29,155,86.4,57.8,9.9,55.6,33.8
5351,164,3.29,154,86.6,56.7,9.9,55.6,33.7
5352,163,3.29,155,86.2,56.5,10.1,55.6,33.7
5353,163,3.27,155,86.2,56.5,9.98,51.8,33.8
5354,163,3.3,155,86.2,56.6,10.1,51.8,33.8
5355,161,3.29,153,86.2,55.6,10.1,51.8,33.9
5356,162,3.28,153,86.3,54.8,10.2,51.8,33.9
5357,161,3.29,153,86.2,54.9,10.2,51.8,35.1
5358,161,3.28,154,86.1,55,10.3,51.8,35.1
5359,161,3.26,154,86.7,54.9,10.4,51.8,34.4
5360,160,3.28,155,86.4,55.6,10.5,51.8,34.4
5361,160,3.32,154,86.6,54.1,10.5,51.8,33.9
5362,160,3.34,153,86.3,54.5,10.8,51.8,33.9
5363,159,3.34,152,86.4,54.3,10.8,51.8,33.8
5364,159,3.31,151,86,54.1,10.9,51.8,33.8
5365,159,3.29,151,85.9,54.1,11,51.8,33.7
5366,158,3.31,151,85.8,53.8,11.1,51.8,33.7
5367,158,3.32,151,85.4,53.7,11.2,51.8,33.6
5368,158,3.32,151,85.2,53.8,11.2,51.8,33.6
5369,158,3.31,151,84.9,53.6,11.3,51.8,33.5
5370,157,3.29,153,84.9,54.3,11.2,51.8,33.5
5371,157,3.29,152,84.8,54.5,11.1,51.8,33.6
5372,157,3.29,153,84.5,54.3,11.1,51.8,33.6
5373,156,3.3,156,84.9,53.9,11.1,51.8,33.1
5374,156,3.31,156,85.2,53.7,11.1,51.8,33.1
5375,156,3.32,156,85.2,54.9,11,51.8,33.1
5376,155,3.31,155,84.9,55.3,11,51.8,33.1
5377,155,3.32,156,85.3,55.6,10.9,51.8,33.2
5378,156,3.31,156,86.2,55.8,11,51.8,33.2
5379,155,3.31,157,86.5,56,11,51.8,33.3
5380,155,3.32,157,86.9,56.2,11.1,51.8,33.3
5381,156,3.34,158,87.3,56.2,11.1,51.8,32.9
5382,156,3.34,160,88.4,56.1,11.3,51.8,32.9
5383,156,3.32,161,89.4,56.1,11.3,51.8,33.3
5384,156,3.31,164,90.2,56.1,11.3,51.8,33.3
5385,155,3.32,166,91.5,56,11.4,51.8,33.3
5386,157,3.35,168,93.3,56.4,11.4,51.8,33.3
5387,157,3.4,169,95.5,56.7,11.5,51.8,33.2
5388,158,3.43,172,98,56.5,11.5,51.8,33.2
5389,158,3.45,173,101,56.3,11.4,51.8,33.1
5390,159,3.42,175,104,56.3,11.5,51.8,33.1
5391,160,3.46,177,108,56.3,11.7,51.8,33.2
5392,161,3.47,179,112,56.3,11.6,51.8,33.2
5393,162,3.42,180,118,56.3,11.8,51.8,33.4
5394,163,3.42,183,123,56.5,11.9,51.8,33.4
5395,164,3.42,185,129,56.6,11.8,51.8,33.4
5396,166,3.42,188,135,56.5,12.2,51.8,33.4
5397,167,3.42,189,141,56.5,12.4,51.8,33.8
5398,168,3.46,192,146,56.5,12.4,51.8,33.8
5399,170,3.42,195,151,56.6,12.3,51.8,33.8
5400,171,3.46,198,156,56.6,12.3,51.8,33.8
5401,173,3.43,201,160,56.7,12.3,51.8,34.1
5402,174,3.44,205,164,56.9,12.3,51.8,34.1
5403,176,3.45,210,167,57,12.3,51.8,35.7
5404,178,3.45,214,168,57.1,12.4,51.8,35.7
5405,178,3.48,219,170,57,12.3,51.8,35.6
5406,181,3.47,223,171,56.9,12.4,51.8,35.6
5407,183,3.5,227,172,56.7,12.5,51.8,36.4
5408,185,3.5,231,173,56.9,12.4,51.8,36.4
5409,187,3.49,233,173,56.5,12.3,51.8,37
5410,190,3.51,239,173,56.7,12.4,51.8,37
5411,192,3.53,242,173,56.9,12.6,51.8,37.3
5412,196,3.57,244,173,57,12.4,51.8,37.3
5413,199,3.56,246,173,57.1,12.4,51.8,37.2
5414,203,3.55,250,173,57,12.6,51.8,37.2
5415,207,3.59,255,173,57.2,12.8,51.8,36.4
5416,211,3.59,259,172,57.3,12.9,51.8,36.4
5417,215,3.61,262,172,58.7,12.8,51.8,36
5418,219,3.63,264,172,59.4,12.7,51.8,36
5419,224,3.65,267,171,59.7,12.7,51.8,35.6
5420,227,3.69,268,170,61,12.6,51.8,35.6
5421,232,3.76,270,170,60.4,12.6,51.8,35.4
5422,237,3.83,272,169,62.1,12.7,51.8,35.4
5423,241,3.91,274,169,63.4,12.6,51.8,35.2
5424,246,3.97,276,168,63.3,12.6,51.8,35.2
5425,251,4.05,276,167,63.7,12.5,51.8,35
5426,256,4.1,277,167,63.4,12.3,51.8,35
5427,261,4.17,278,166,63.5,12.2,51.8,35.1
5428,264,4.2,278,166,63.5,12.2,51.8,35.1
5429,269,4.22,279,165,63.3,11.9,51.8,35.1
5430,273,4.22,280,165,63.5,11.8,51.8,35.1
5431,277,4.27,279,165,63.5,11.5,51.8,34.8
5432,280,4.29,280,165,63.4,11.4,51.8,34.8
5433,283,4.29,279,164,69.3,11.3,51.8,34.8
5434,286,4.31,279,164,72,11.2,51.8,34.8
5435,289,4.32,279,164,73.1,11.3,51.8,35.1
5436,292,4.33,279,164,73.6,11.3,51.8,35.1
5437,294,4.33,277,164,73.8,11.4,51.8,35.6
5438,296,4.34,277,163,72,11.5,51.8,35.6
5439,297,4.35,276,163,70.8,11.6,51.8,35.6
5440,299,4.35,275,163,70.3,11.6,51.8,35.6
5441,300,4.36,275,163,68.2,11.8,51.8,35.6
5442,302,4.37,274,163,67.9,11.8,51.8,35.6
5443,303,4.37,274,162,67.6,12,51.8,35.4
5444,303,4.38,273,162,69.2,11.9,51.8,35.4
5445,304,4.38,273,162,70,12.2,51.8,35.4
5446,304,4.38,273,161,77.6,12.4,51.8,35.4
5447,305,4.39,272,160,80.4,12.5,51.8,35.3
5448,306,4.39,272,159,82.1,12.7,51.8,35.3
5449,306,4.38,272,159,82.3,12.7,104,35.2
5450,307,4.38,271,158,83.3,12.9,104,35.2
5451,307,4.37,271,158,83.1,13,104,35
5452,307,4.36,271,157,82.1,13.1,104,35
5453,307,4.35,271,156,82.2,13.2,104,35.1
5454,307,4.34,270,156,82.1,13.4,104,35.1
5455,307,4.33,269,154,85.5,13.6,104,35.1
5456,307,4.32,269,153,89.5,13.7,104,35.1
5457,306,4.31,270,153,91.2,13.9,104,35.1
5458,305,4.32,270,152,92.2,14.1,104,35.1
5459,306,4.26,270,151,95.2,14.2,104,35.6
5460,305,4.3,270,150,96.2,14.3,104,35.6
5461,305,4.29,270,149,98.8,14.4,104,35.3
5462,304,4.29,270,148,100,14.5,104,35.3
5463,304,4.29,270,147,102,14.7,104,34.9
5464,304,4.29,270,146,103,14.7,104,34.9
5465,303,4.29,269,145,106,14.9,104,35
5466,304,4.29,268,144,105,15,104,35
5467,303,4.28,267,143,108,15.1,104,35.1
5468,303,4.28,266,143,108,15.3,104,35.1
5469,303,4.28,266,141,108,15.5,104,35.2
5470,303,4.27,264,141,109,15.7,104,35.2
5471,303,4.28,265,140,109,15.9,104,35.3
5472,302,4.27,265,139,109,16.1,104,35.3
5473,302,4.26,265,138,109,16.4,104,35
5474,302,4.23,265,138,109,16.6,104,35
5475,302,4.24,266,138,109,17.1,104,35.9
5476,302,4.23,267,138,109,17.1,104,35.9
5477,301,4.22,267,138,109,17.2,104,36.6
5478,300,4.22,268,137,109,17.3,104,36.6
5479,300,4.21,269,138,109,17.4,104,36.7
5480,300,4.18,270,139,109,17.4,104,36.7
5481,300,4.2,272,139,108,17.5,104,36.9
5482,300,4.19,273,140,107,17.5,104,36.9
5483,300,4.18,273,141,106,17.5,104,37.1
5484,299,4.15,273,143,106,17.6,104,37.1
5485,300,4.15,274,144,105,17.6,104,37.5
5486,299,4.15,274,145,105,17.5,104,37.5
5487,300,4.12,274,147,105,17.5,104,37.7
5488,300,4.12,275,149,105,17.4,104,37.7
5489,300,4.11,275,150,105,17.4,104,38
5490,299,4.1,275,152,105,17.4,104,38
5491,301,4.09,275,154,104,17.3,104,38.1
5492,301,4.09,275,156,104,17.3,104,38.1
5493,301,4.06,276,157,105,17.3,104,38.3
5494,301,4.06,275,159,105,17.3,104,38.3
5495,301,4.05,276,161,105,17.2,104,38.4
5496,302,4.05,276,162,104,17.3,104,38.4
5497,302,4.03,277,163,105,17.2,104,38.6
5498,301,4.02,278,164,106,17.3,77.2,38.6
5499,302,3.98,278,165,105,17.3,77.2,41.4
5500,303,3.96,279,166,105,17.3,77.2,41.4
5501,303,3.98,280,166,105,17.4,77.2,41.5
5502,303,3.96,281,167,105,17.4,77.2,41.5
5503,303,3.97,282,168,105,17.5,77.2,41.7
5504,303,3.97,283,168,106,17.5,77.2,41.7
5505,302,3.94,283,168,106,17.7,77.2,41.9
5506,303,3.97,285,169,105,17.6,77.2,41.9
5507,303,3.98,285,169,106,17.7,77.2,42.1
5508,303,4.01,286,168,107,17.7,77.2,42.1
5509,303,4.01,285,168,107,17.7,77.2,42.1
5510,304,4.01,286,168,107,17.7,77.2,42.1
5511,304,3.99,287,168,107,17.5,77.2,41.9
5512,304,4,287,167,107,17.6,77.2,41.9
5513,305,4,287,166,105,17.5,77.2,42.3
5514,305,3.99,288,165,105,17.6,77.2,42.3
5515,305,3.99,288,164,104,17.6,77.2,42.4
5516,305,3.99,288,163,105,17.6,77.2,42.4
5517,306,4,289,163,106,17.5,77.2,42
5518,306,3.98,289,162,107,17.5,77.2,42
5519,306,3.99,289,161,108,17.5,77.2,42
5520,307,4.01,290,160,108,17.3,77.2,42
5521,307,4.01,290,158,108,17.5,77.2,41.9
5522,308,4.02,290,158,108,17.3,77.2,41.9
5523,308,4.02,290,156,108,17.2,77.2,47
5524,309,4.01,289,155,108,17.1,77.2,47
5525,309,4.02,289,154,108,17.1,77.2,51.1
5526,309,4.03,288,153,108,17,77.2,51.1
5527,310,4.02,288,152,106,16.9,77.2,52.1
5528,310,4.02,286,151,106,16.9,77.2,52.1
5529,310,4.01,285,150,106,16.8,77.2,52.6
5530,311,4,282,148,103,16.8,77.2,52.6
5531,310,3.98,282,148,102,16.7,77.2,53.4
5532,310,3.99,280,147,101,16.7,77.2,53.4
5533,311,3.94,278,146,101,16.6,77.2,53.7
5534,310,3.97,278,145,101,16.6,77.2,53.7
5535,310,3.98,275,143,101,16.6,77.2,54.1
5536,309,3.98,275,143,101,16.6,77.2,54.1
5537,308,3.94,273,142,99.1,16.6,77.2,54.2
5538,308,3.95,271,141,98.4,16.5,77.2,54.2
5539,307,3.95,271,140,98.4,16.6,77.2,54.8
5540,307,3.93,270,139,98.1,16.7,77.2,54.8
5541,306,3.92,269,138,97.8,16.7,77.2,55.1
5542,305,3.91,268,137,98.1,16.7,77.2,55.1
5543,304,3.91,266,137,97,16.8,77.2,55.4
5544,303,3.9,266,136,97.6,16.9,77.2,55.4
5545,302,3.85,265,135,97.6,16.9,77.2,55.6
5546,301,3.82,264,134,97.8,16.9,77.2,55.6
5547,300,3.82,262,133,98.1,16.9,77.2,57.8
5548,299,3.8,261,132,98.2,16.9,77.2,57.8
5549,298,3.79,259,131,97.6,16.9,77.2,59.8
5550,297,3.78,258,130,98.7,17,77.2,59.8
5551,296,3.76,257,129,98.2,16.8,77.2,60.1
5552,295,3.75,256,128,98.5,16.9,77.2,60.1
5553,293,3.76,253,127,98.7,17.1,77.2,60.2
5554,292,3.77,251,127,98.1,17,77.2,60.2
5555,291,3.74,250,126,97.6,17.1,77.2,60.5
5556,289,3.74,248,125,98.1,17.1,77.2,60.5
5557,287,3.74,247,124,97.8,17.2,77.2,60.7
5558,287,3.73,246,123,97.8,17.3,77.2,60.7
5559,285,3.73,244,123,97.8,16.2,77.2,60.9
5560,284,3.72,243,122,97.9,17.3,77.2,60.9
5561,281,3.72,242,121,97.9,17.4,77.2,60.8
5562,280,3.71,243,121,100,17.4,77.2,60.8
5563,279,3.7,241,120,101,17.5,77.2,60.7
5564,277,3.69,240,119,101,17.5,77.2,60.7
5565,276,3.68,239,118,99.8,17.7,77.2,60.7
5566,274,3.62,240,118,102,17.6,77.2,60.7
5567,273,3.66,238,118,102,17.7,77.2,60.7
5568,271,3.64,239,117,102,17.7,77.2,60.7
5569,270,3.64,239,116,102,17.7,77.2,60.6
5570,268,3.63,237,116,102,17.8,77.2,60.6
5571,267,3.61,238,115,102,17.8,77.2,62.1
5572,266,3.59,237,115,102,17.8,77.2,62.1
5573,265,3.58,237,115,102,17.7,77.2,62.5
5574,264,3.56,238,114,102,17.7,77.2,62.5
5575,263,3.54,236,114,102,17.5,77.2,62.2
5576,261,3.48,236,113,102,17.6,77.2,62.2
5577,261,3.5,236,113,102,17.5,77.2,61.9
5578,259,3.45,236,112,102,17.6,77.2,61.9
5579,259,3.47,235,112,101,17.4,77.2,62.2
5580,258,3.49,234,112,101,17.5,77.2,62.2
5581,257,3.49,234,111,99.8,17.5,77.2,62.5
5582,256,3.49,233,110,100,17.4,77.2,62.5
5583,256,3.48,232,110,100,17.5,77.2,62.2
5584,255,3.48,232,109,100,17.5,77.2,62.2
5585,254,3.48,232,109,101,17.6,77.2,62.2
5586,254,3.47,231,108,100,17.5,77.2,62.2
5587,252,3.48,230,108,100,17.5,77.2,62.2
5588,252,3.48,229,107,100,17.5,77.2,62.2
5589,251,3.48,228,107,100,17.4,77.2,62.5
5590,250,3.47,227,106,101,17.5,77.2,62.5
5591,250,3.46,227,106,100,17.5,77.2,62.5
5592,250,3.47,226,105,100,17.2,77.2,62.5
5593,249,3.46,225,105,101,17.4,77.2,62.5
5594,248,3.42,225,105,103,17.3,77.2,62.5
5595,248,3.39,225,104,104,17.3,77.2,62.5
5596,247,3.37,224,103,104,17.1,77.2,62.5
5597,246,3.37,223,103,106,17.1,77.2,62.5
5598,246,3.37,223,103,107,16.9,77.2,62.5
5599,245,3.34,223,103,107,15.3,77.2,62.5
5600,244,3.36,222,102,108,15.2,77.2,62.5
5601,243,3.34,221,102,107,15.2,77.2,62.5
5602,243,3.33,222,102,106,15.2,77.2,62.5
5603,242,3.37,221,102,104,14.9,77.2,62.5
5604,241,3.38,220,101,103,14.9,77.2,62.5
5605,240,3.39,221,101,103,14.9,77.2,62.5
5606,240,3.39,219,101,102,14.9,77.2,62.5
5607,239,3.41,220,100,101,14.9,77.2,62.5
5608,238,3.42,219,99.9,99.8,15,77.2,62.5
5609,237,3.43,219,99.6,98.8,15,77.2,62.5
5610,237,3.44,218,99.4,97.8,14.9,77.2,62.5
5611,236,3.44,218,99,97.5,14.9,77.2,62.5
5612,236,3.45,218,98.6,97,14.8,77.2,62.5
5613,235,3.45,219,98.2,97,14.8,77.2,62.5
5614,234,3.45,217,98.1,96.9,14.8,77.2,62.5
5615,234,3.45,218,97.7,97.6,14.7,77.2,62.5
5616,233,3.45,217,97.3,98.1,14.7,77.2,62.5
5617,233,3.44,216,96.8,98.4,14.6,77.2,61.9
5618,233,3.38,217,96.4,98.5,14.4,77.2,61.9
5619,233,3.39,216,96.7,99,14.4,77.2,62.5
5620,232,3.38,216,96,99.5,14.4,77.2,62.5
5621,231,3.38,216,95.9,99.8,14.2,77.2,62.2
5622,231,3.36,216,95.6,100,14.2,77.2,62.2
